code,name,sport,intensity,duration,duration_minutes,max_zone,zones,fit_file_url,description
RLSP1,Running Long Speed Play 1,run,moderate,10 mi,,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RLSP1.FIT,"0.5 mile Zone 1, 1 mile Zone 2, 8 x (0.25 mile Zone 3/0.75 mile Zone 2) 0.5 mile Zone 1"
RLSP2,Running Long Speed Play 2,run,moderate,12mi,,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RLSP2.FIT,"0.5 mile Zone 1, 1 mile Zone 2, 10 x (0.25 mile Zone 3/0.75 mile Zone 2) 0.5 mile Zone 1"
RLSP3,Running Long Speed Play 3,run,moderate,14 mi,,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RLSP3.FIT,"0.5 mile Zone 1, 1 mile Zone 2, 12 x (0.25 mile Zone 3/0.75 mile Zone 2) 0.5 mile Zone 1"
RLSP4,Running Long Speed Play 4,run,moderate,16 mi,,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RLSP4.FIT,"0.5 mile Zone 1, 1 mile Zone 2, 14 x (0.25 mile Zone 3/0.75 mile Zone 2) 0.5 mile Zone 1"
RLSP5,Running Long Speed Play 5,run,moderate,18 mi,,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RLSP5.FIT,"0.5 mile Zone 1, 1 mile Zone 2, 16 x (0.25 mile Zone 3/0.75 mile Zone 2) 0.5 mile Zone 1"
RLSP6,Running Long Speed Play 6,run,moderate,20 mi,,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RLSP6.FIT,"0.5 mile Zone 1, 1 mile Zone 2, 18 x (0.25 mile Zone 3/0.75 mile Zone 2) 0.5 mile Zone 1"
RMI1,Running Mixed Intervals 1,run,high,36 min,36,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RMI1.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 1 minute Zone 5, 2 minutes Zone 1, 3 minutes Zone 4, 2 minutes Zone 1, 5 minutes Zone 3, 2 minutes Zone 1, 3 minutes Zone 4, 2 minutes Zone 1, 1 minute Zone 5, 5 minutes Zone 1"
RMI2,Running Mixed Intervals 2,run,high,46 min,46,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RMI2.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 1.5 minute Zone 5, 2 minutes Zone 1, 5 minutes Zone 4, 2 minutes Zone 1, 10 minutes Zone 3, 2 minutes Zone 1, 5 minutes Zone 4, 2 minutes Zone 1, 1.5 minute Zone 5, 5 minutes Zone 1"
RMI3,Running Mixed Intervals 3,run,high,59 min,59,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RMI3.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 2 x (1 minute Zone 5/2 minutes Zone 1), 2 x (3 minutes Zone 4/2 minutes Zone 1), 10 minutes Zone 3, 2 minutes Zone 1, 2 x (3 minutes Zone 4/2 minutes Zone 1), 2 x (1 minute Zone 5/2 minutes Zone 1), 5 minutes Zone 1"
RMI4,Running Mixed Intervals 4,run,high,71 min,71,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RMI4.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 2 x (1.5 minutes Zone 5/2.5 minutes Zone 1), 2 x (5 minutes Zone 4/2 minutes Zone 1), 10 minutes Zone 3, 2 minutes Zone 1, 2 x (1.5 minutes Zone 5/2.5 minutes Zone 1), 2 x (5 minutes Zone 4/2 minutes Zone 1), 5 minutes Zone 1"
RRe1,Running Recovery 1,run,low,20 min,20,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/run/RRe1.FIT,20 minutes Zone 1
RRe2,Running Recovery 2,run,low,25 min,25,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/run/RRe2.FIT,25 minutes Zone 1
RRe3,Running Recovery 3,run,low,30 min,30,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/run/RRe3.FIT,30 minutes Zone 1
RRe4,Running Recovery 4,run,low,35 min,35,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/run/RRe4.FIT,35 minutes Zone 1
RRe5,Running Recovery 5,run,low,40 min,40,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/run/RRe5.FIT,40 minutes Zone 1
RRe6,Running Recovery 6,run,low,45 min,45,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/run/RRe6.FIT,45 minutes Zone 1
RRe7,Running Recovery 7,run,low,50 min,50,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/run/RRe7.FIT,50 minutes Zone 1
RRe8,Running Recovery 8,run,low,55 min,55,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/run/RRe8.FIT,55 minutes Zone 1
RRe9,Running Recovery 9,run,low,60 min,60,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/run/RRe9.FIT,60 minutes Zone 1
RSI1,Running Speed Intervals 1,run,high,33 min,33,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RSI1.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 6 x (1 minute Zone 5/2 minutes Zone 1) 5 minutes Zone 1"
RSI10,Running Speed Intervals 10,run,high,44 min,44,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RSI10.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 8 x (1 minutes Zone 5/2 minutes Zone 1) 10 minutes Zone 1"
RSI11,Running Speed Intervals 11,run,high,60 min,60,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RSI11.FIT,"5 minutes Zone 1, 15 minutes Zone 2, 10 x (1 minutes Zone 5/2 minutes Zone 1) 10 minutes Zone 1"
RSI2,Running Speed Intervals 2,run,high,39 min,39,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RSI2.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 8 x (1 minute Zone 5/2 minutes Zone 1) 5 minutes Zone 1"
RSI3,Running Speed Intervals 3,run,high,39 min,39,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RSI3.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 6 x (1.5 minutes Zone 5/2.5 minutes Zone 1) 5 minutes Zone 1"
RSI4,Running Speed Intervals 4,run,high,45 min,45,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RSI4.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 10 x (1 minute Zone 5/2 minutes Zone 1) 5 minutes Zone 1"
RSI5,Running Speed Intervals 5,run,high,47 min,47,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RSI5.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 8 x (1.5 minutes Zone 5/2.5 minutes Zone 1) 5 minutes Zone 1"
RSI6,Running Speed Intervals 6,run,high,51 min,51,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RSI6.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 12 x (1 minute Zone 5/2 minutes Zone 1) 5 minutes Zone 1"
RSI7,Running Speed Intervals 7,run,high,55 min,55,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RSI7.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 10 x (1.5 minutes Zone 5/2.5 minutes Zone 1) 5 minutes Zone 1"
RSI8,Running Speed Intervals 8,run,high,63 min,63,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RSI8.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 12 x (1.5 minutes Zone 5/2.5 minutes Zone 1) 5 minutes Zone 1"
RSI9,Running Speed Intervals 9,run,high,60 min,60,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RSI9.FIT,"5 minutes Zone 1, 26 minutes Zone 2, 8 x (1 minutes Zone 5/2 minutes Zone 1) 5 minutes Zone 1"
RSP1,Running Speed Play 1,run,moderate,45 min,45,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RSP1.FIT,"5 minutes Zone 1, 28 minutes Zone 2, 4 x (1 minute Zone 4/2 minutes Zone 1)"
RSP10,Running Speed Play 10,run,moderate,42 min,42,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RSP10.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 9 x (1 minute Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
RSP11,Running Speed Play 11,run,moderate,43 min,43,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RSP11.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 7 x (2 minutes Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
RSP12,Running Speed Play 12,run,moderate,45 min,45,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RSP12.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 10 x (1 minute Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
RSP13,Running Speed Play 13,run,moderate,47 min,47,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RSP13.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 8 x (2 minutes Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
RSP14,Running Speed Play 14,run,moderate,51 min,51,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RSP14.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 9 x (2 minutes Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
RSP15,Running Speed Play 15,run,moderate,51 min,51,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RSP15.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 12 x (1 minute Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
RSP16,Running Speed Play 16,run,moderate,51 min,51,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RSP16.FIT,"5 minutes Zone 1, 20 minutes Zone 2, 7 x (1 minute Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
RSP17,Running Speed Play 17,run,moderate,60 min,60,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RSP17.FIT,"5 minutes Zone 1, 20 minutes Zone 2, 10 x (1 minute Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
RSP18,Running Speed Play 18,run,moderate,48 min,48,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RSP18.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 7 x (2 minute Zone 4/2 minutes Zone 1) 5 minutes Zone 2, 5 minutes Zone 1"
RSP19,Running Speed Play 19,run,moderate,50 min,50,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RSP19.FIT,"5 minutes Zone 1, 15 minutes Zone 2, 8 x (1 minute Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
RSP2,Running Speed Play 2,run,moderate,30 min,30,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RSP2.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 3 x (2 minutes Zone 4/2 minutes Zone 1) 8 minutes Zone 1"
RSP20,Running Speed Play 20,run,moderate,55 min,55,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RSP20.FIT,"5 minutes Zone 1, 15 minutes Zone 2, 5 x (2 minute Zone 4/2 minutes Zone 1) 10 minutes Zone 2, 5 minutes Zone 1"
RSP21,Running Speed Play 21,run,moderate,50 min,50,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RSP21.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 5 x (2 minute Zone 4/2 minutes Zone 1) 10 minutes Zone 2, 5 minutes Zone 1"
RSP3,Running Speed Play 3,run,moderate,30 min,30,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RSP3.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 5 x (1 minute Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
RSP4,Running Speed Play 4,run,moderate,31 min,31,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RSP4.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 4 x (2 minutes Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
RSP5,Running Speed Play 5,run,moderate,33 min,33,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RSP5.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 6 x (1 minute Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
RSP6,Running Speed Play 6,run,moderate,35 min,35,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RSP6.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 5 x (2 minutes Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
RSP7,Running Speed Play 7,run,moderate,36 min,36,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RSP7.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 7 x (1 minute Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
RSP8,Running Speed Play 8,run,moderate,39 min,39,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RSP8.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 6 x (2 minutes Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
RSP9,Running Speed Play 9,run,moderate,39 min,39,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RSP9.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 8 x (1 minute Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
RT1,Running Tempo 1,run,moderate,35 min,35,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RT1.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 15 minutes Zone 3, 5 minutes Zone 2, 5 minutes Zone 1"
RT10,Running Tempo 10,run,moderate,65 min,65,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RT10.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 45 minutes Zone 3, 5 minutes Zone 2, 5 minutes Zone 1"
RT11,Running Tempo 11,run,moderate,50 min,50,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RT11.FIT,"5 minutes Zone 1, 15 minutes Zone 2, 10 minutes Zone 3, 15 minutes Zone 2, 5 minutes Zone 1"
RT12,Running Tempo 12,run,moderate,55 min,55,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RT12.FIT,"5 minutes Zone 1, 15 minutes Zone 2, 10 minutes Zone 3, 20 minutes Zone 2, 5 minutes Zone 1"
RT13,Running Tempo 13,run,moderate,50 min,50,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RT13.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 20 minutes Zone 3, 10 minutes Zone 2, 5 minutes Zone 1"
RT14,Running Tempo 14,run,moderate,54 min,54,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RT14.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 24 minutes Zone 3, 10 minutes Zone 2, 5 minutes Zone 1"
RT15,Running Tempo 15,run,moderate,62 min,62,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RT15.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 32 minutes Zone 3, 10 minutes Zone 2, 5 minutes Zone 1"
RT16,Running Tempo 16,run,moderate,60 min,60,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RT16.FIT,"10 minutes Zone 1, 10 minutes Zone 2, 20 minutes Zone 3, 10 minutes Zone 2, 10 minutes Zone 1"
RT17,Running Tempo 17,run,moderate,76 min,76,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RT17.FIT,"10 minutes Zone 1, 10 minutes Zone 2, 36 minutes Zone 3, 10 minutes Zone 2, 10 minutes Zone 1"
RT18,Running Tempo 18,run,moderate,70 min,70,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RT18.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 40 minutes Zone 3, 10 minutes Zone 2, 5 minutes Zone 1"
RT19,Running Tempo 19,run,moderate,90 min,90,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RT19.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 20 minutes Zone 3, 50 minutes Zone 2, 5 minutes Zone 1"
RT2,Running Tempo 2,run,moderate,38 min,38,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RT2.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 18 minutes Zone 3, 5 minutes Zone 2, 5 minutes Zone 1"
RT20,Running Tempo 20,run,moderate,90 min,90,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RT20.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 25 minutes Zone 3, 50 Minutes Zone 1"
RT3,Running Tempo 3,run,moderate,40 min,40,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RT3.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 20 minutes Zone 3, 5 minutes Zone 2, 5 minutes Zone 1"
RT4,Running Tempo 4,run,moderate,44 min,44,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RT4.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 24 minutes Zone 3, 5 minutes Zone 2, 5 minutes Zone 1"
RT5,Running Tempo 5,run,moderate,48 min,48,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RT5.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 28 minutes Zone 3, 5 minutes Zone 2, 5 minutes Zone 1"
RT6,Running Tempo 6,run,moderate,50 min,50,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RT6.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 30 minutes Zone 3, 5 minutes Zone 2, 5 minutes Zone 1"
RT7,Running Tempo 7,run,moderate,52 min,52,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RT7.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 32 minutes Zone 3, 5 minutes Zone 2, 5 minutes Zone 1"
RT8,Running Tempo 8,run,moderate,56 min,56,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RT8.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 36 minutes Zone 3, 5 minutes Zone 2, 5 minutes Zone 1"
RT9,Running Tempo 9,run,moderate,60 min,60,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RT9.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 40 minutes Zone 3, 5 minutes Zone 2, 5 minutes Zone 1"
RTa1,Running Taper 1,run,low,10 min,10,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RTa1.FIT,"5 minutes Zone 1, 6 x (20"" Zone 4/40"" rest)"
