code,name,sport,intensity,duration,duration_minutes,max_zone,zones,fit_file_url,description
CFF25,Cycling Fast Finish 25,bike,moderate,330 min,330,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CFF25.FIT,"5 minutes Zone 1, 310 minutes Zone 2, 15 minutes Zone 3"
CFF26,Cycling Fast Finish 26,bike,moderate,360 min,360,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CFF26.FIT,"5 minutes Zone 1, 340 minutes Zone 2, 15 minutes Zone 3"
CFF27,Cycling Fast Finish 27,bike,moderate,60 min,60,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CFF27.FIT,"5 minutes Zone 1, 45 minutes Zone 2, 10 minutes Zone 3"
CFF3,Cycling Fast Finish 3,bike,moderate,30 min,30,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CFF3.FIT,"5 minutes Zone 1, 15 minutes Zone 2, 10 minutes Zone 3"
CFF4,Cycling Fast Finish 4,bike,moderate,40 min,40,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CFF4.FIT,"5 minutes Zone 1, 25 minutes Zone 2, 10 minutes Zone 3"
CFF5,Cycling Fast Finish 5,bike,moderate,42 min,42,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CFF5.FIT,"5 minutes Zone 1, 25 minutes Zone 2, 12 minutes Zone 3"
CFF6,Cycling Fast Finish 6,bike,moderate,47 min,47,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CFF6.FIT,"5 minutes Zone 1, 30 minutes Zone 2, 12 minutes Zone 3"
CFF7,Cycling Fast Finish 7,bike,moderate,52 min,52,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CFF7.FIT,"5 minutes Zone 1, 35 minutes Zone 2, 12 minutes Zone 3"
CFF8,Cycling Fast Finish 8,bike,moderate,55 min,55,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CFF8.FIT,"5 minutes Zone 1, 35 minutes Zone 2, 15 minutes Zone 3"
CFF9,Cycling Fast Finish 9,bike,moderate,60 min,60,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CFF9.FIT,"5 minutes Zone 1, 40 minutes Zone 2, 15 minutes Zone 3"
CFo1,Cycling Foundation (Long) 1,bike,low,27 min,27,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo1.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 6 x (30 seconds Zone 5 uphill or simulated/90 seconds Zone 1) 5 minutes Zone 1"
CFo10,Cycling Foundation (Long) 10,bike,low,51 min,51,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo10.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 12 x (1 minute Zone 5 uphill or simulated/2 minutes Zone 1) 5 minutes Zone 1"
CFo11,Cycling Foundation (Long) 11,bike,low,55 min,55,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo11.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 10 x (1.5 minutes Zone 5 uphill or simulated/2.5 minutes Zone 1) 5 minutes Zone 1"
CFo12,Cycling Foundation (Long) 12,bike,low,63 min,63,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo12.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 12 x (1.5 minutes Zone 5 uphill or simulated/2.5 minutes Zone 1) 5 minutes Zone 1"
CFo13,Cycling Foundation (Long) 13,bike,low,70 min,70,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo13.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 10 x (1.5 minutes Zone 5 uphill or simulated/2.5 minutes Zone 1) 10 Zone 2, 5 minutes Zone 1"
CFo14,Cycling Foundation (Long) 14,bike,low,135 min,135,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo14.FIT,"15 minutes Zone 1, 15 minutes Zone 2, 10 x (1 minute Zone 5 uphill or simulated/2 minutes Zone 1), 70 minutes Zone 2, 5 minutes Zone 1"
CFo15,Cycling Foundation (Long) 15,bike,low,150 min,150,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo15.FIT,"15 minutes Zone 1, 15 minutes Zone 2, 10 x (1 minute Zone 5 uphill or simulated/2 minutes Zone 1), 85 minutes Zone 2, 5 minutes Zone 1"
CFo16,Cycling Foundation (Long) 16,bike,low,180 min,180,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo16.FIT,"15 minutes Zone 1, 15 minutes Zone 2, 10 x (1 minute Zone 5 uphill or simulated/2 minutes Zone 1), 115 minutes Zone 2, 5 minutes Zone 1"
CFo17,Cycling Foundation (Long) 17,bike,low,74 min,74,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo17.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 12 x (30 seconds Zone 5 uphill or simulated/90 seconds Zone 1), 35 minutes Zone 2, 5 minutes Zone 1"
CFo18,Cycling Foundation (Long) 18,bike,low,78 min,78,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo18.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 6 x (1 minute Zone 5 uphill or simulated/2 minutes Zone 1), 40 minutes Zone 2, 5 minutes Zone 1"
CFo19,Cycling Foundation (Long) 19,bike,low,90 min,90,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo19.FIT,"5 minutes Zone 1, 15 minutes Zone 2, 8 x (1 minute Zone 5 uphill or simulated/2 minutes Zone 1), 46 minutes Zone 2"
CFo2,Cycling Foundation (Long) 2,bike,low,31 min,31,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo2.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 8 x (30 seconds Zone 5 uphill or simulated/90 seconds Zone 1) 5 minutes Zone 1"
CFo20,Cycling Foundation (Long) 20,bike,low,165 min,165,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo20.FIT,"10 minutes Zone 1, 15 minutes Zone 2, 10 x (1 minute Zone 5 uphill or simulated/2 minutes Zone 1), 105 minutes Zone 2, 5 minutes Zone 1"
CFo21,Cycling Foundation (Long) 21,bike,low,120 min,120,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo21.FIT,"15 minutes Zone 1, 15 minutes Zone 2, 10 x (1 minute Zone 5 uphill or simulated/2 minutes Zone 1), 55 minutes Zone 2, 5 minutes Zone 1"
CFo22,Cycling Foundation (Long) 22,bike,low,60 min,60,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo22.FIT,"10 minutes Zone 1, 10 minutes Zone 2, 8 x (30 seconds Zone 5 uphill or simulated/60 seconds Zone 1) 28 minutes Zone 1"
CFo23,Cycling Foundation (Long) 23,bike,low,105 min,105,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo23.FIT,"15 minutes Zone 1, 15 minutes Zone 2, 10 x (1 minute Zone 5 uphill or simulated/2 minutes Zone 1), 40 minutes Zone 2, 5 minutes Zone 1"
CFo24,Cycling Foundation (Long) 24,bike,low,90 min,90,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo24.FIT,"15 minutes Zone 1, 15 minutes Zone 2, 5 x (1 minute Zone 5 uphill or simulated/2 minutes Zone 1), 25 minutes Zone 2, 20 minutes Zone 1"
CFo3,Cycling Foundation (Long) 3,bike,low,33 min,33,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo3.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 6 x (1 minute Zone 5 uphill or simulated/2 minutes Zone 1) 5 minutes Zone 1"
CFo4,Cycling Foundation (Long) 4,bike,low,35 min,35,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo4.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 10 x (30 seconds Zone 5 uphill or simulated/90 seconds Zone 1) 5 minutes Zone 1"
CFo5,Cycling Foundation (Long) 5,bike,low,39 min,39,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo5.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 12 x (30 seconds Zone 5 uphill or simulated/90 seconds Zone 1) 5 minutes Zone 1"
CFo6,Cycling Foundation (Long) 6,bike,low,39 min,39,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo6.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 8 x (1 minute Zone 5 uphill or simulated/2 minutes Zone 1) 5 minutes Zone 1"
CFo7,Cycling Foundation (Long) 7,bike,low,39 min,39,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo7.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 6 x (1.5 minutes Zone 5 uphill or simulated/2.5 minutes Zone 1) 5 minutes Zone 1"
CFo8,Cycling Foundation (Long) 8,bike,low,45 min,45,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo8.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 10 x (1 minute Zone 5 uphill or simulated/2 minutes Zone 1) 5 minutes Zone 1"
CFo9,Cycling Foundation (Long) 9,bike,low,47 min,47,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/bike/CFo9.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 8 x (1.5 minutes Zone 5 uphill or simulated/2.5 minutes Zone 1) 5 minutes Zone 1"
CMI1,Cycling Mixed Intervals 1,bike,high,120 min,120,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CMI1.FIT,"20 minutes Zone 1, 2 x (20 minutes Zone 3/15 minutes Zone 1), 10 x (1 minute Zone 4/2 minutes Zone 1)"
CMI2,Cycling Mixed Intervals 2,bike,high,150 min,150,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CMI2.FIT,"20 minutes Zone 1, 2 x (20 minutes Zone 3/15 minutes Zone 1), 10 x (1 minute Zone 4/2 minutes Zone 1) 30 minutes Zone 1"
CMI3,Cycling Mixed Intervals 3,bike,high,165 min,165,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CMI3.FIT,"20 minutes Zone 1, 2 x (20 minutes Zone 3/15 minutes Zone 1), 10 x (1 minute Zone 4/2 minutes Zone 1) 45 minutes Zone 1"
CMI4,Cycling Mixed Intervals 4,bike,high,180 min,180,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CMI4.FIT,"20 minutes Zone 1, 2 x (20 minutes Zone 3/15 minutes Zone 1), 10 x (1 minute Zone 4/2 minutes Zone 1) 60 minutes Zone 1"
CMI5,Cycling Mixed Intervals 5,bike,high,210 min,210,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CMI5.FIT,"20 minutes Zone 1, 2 x (20 minutes Zone 3/15 minutes Zone 1), 10 x (1 minute Zone 4/2 minutes Zone 1) 90 minutes Zone 1"
CMI6,Cycling Mixed Intervals 6,bike,high,120 min,120,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CMI6.FIT,"20 minutes Zone 1, 2 x (20 minutes Zone 3/15 minutes Zone 1), 5 x (1 minute Zone 4/2 minutes Zone 1) 15 minutes Zone 1"
CRe1,Cycling Recovery 1,bike,low,20 min,20,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/bike/CRe1.FIT,20 minutes Zone 1
CRe10,Cycling Recovery 10,bike,low,75 min,75,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/bike/CRe10.FIT,75 minutes Zone 1
CRe11,Cycling Recovery 11,bike,low,90 min,90,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/bike/CRe11.FIT,90 minutes Zone 1
CRe12,Cycling Recovery 12,bike,low,105 min,105,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/bike/CRe12.FIT,105 minutes Zone 1
CRe13,Cycling Recovery 13,bike,low,120 min,120,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/bike/CRe13.FIT,120 minutes Zone 1
CRe14,Cycling Recovery 14,bike,low,150 min,150,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/bike/CRe14.FIT,150 minutes Zone 1
CRe2,Cycling Recovery 2,bike,low,25 min,25,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/bike/CRe2.FIT,25 minutes Zone 1
CRe3,Cycling Recovery 3,bike,low,30 min,30,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/bike/CRe3.FIT,30 minutes Zone 1
CRe4,Cycling Recovery 4,bike,low,35 min,35,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/bike/CRe4.FIT,35 minutes Zone 1
CRe5,Cycling Recovery 5,bike,low,40 min,40,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/bike/CRe5.FIT,40 minutes Zone 1
CRe6,Cycling Recovery 6,bike,low,45 min,45,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/bike/CRe6.FIT,45 minutes Zone 1
CRe7,Cycling Recovery 7,bike,low,50 min,50,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/bike/CRe7.FIT,50 minutes Zone 1
CRe8,Cycling Recovery 8,bike,low,55 min,55,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/bike/CRe8.FIT,55 minutes Zone 1
CRe9,Cycling Recovery 9,bike,low,60 min,60,1,Zone 1-1,https://www.8020endurance.com/wp-content/library/bike/CRe9.FIT,60 minutes Zone 1
CSP1,Cycling Speed Play 1,bike,moderate,27 min,27,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CSP1.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 3 x (2 minutes Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
CSP10,Cycling Speed Play 10,bike,moderate,60 min,60,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CSP10.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 7 x (2 minutes Zone 4/2 minutes Zone 1) 17 minutes Zone 2, 5 minutes Zone 1"
CSP11,Cycling Speed Play 11,bike,moderate,45 min,45,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CSP11.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 10 x (1 minute Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
CSP12,Cycling Speed Play 12,bike,moderate,60 min,60,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CSP12.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 8 x (2 minutes Zone 4/2 minutes Zone 1) 13 minutes Zone 2, 5 minutes Zone 1"
CSP13,Cycling Speed Play 13,bike,moderate,51 min,51,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CSP13.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 9 x (2 minutes Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
CSP14,Cycling Speed Play 14,bike,moderate,61 min,61,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CSP14.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 12 x (1 minute Zone 4/2 minutes Zone 1) 10 minutes Zone 2, 5 minutes Zone 1"
CSP15,Cycling Speed Play 15,bike,moderate,79 min,79,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CSP15.FIT,"10 minutes Zone 1, 15 minutes Zone 2, 6 x (2 minute Zone 4/2 minutes Zone 1) 15 minutes Zone 2, 15 minutes Zone 1"
CSP16,Cycling Speed Play 16,bike,moderate,87 min,87,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CSP16.FIT,"10 minutes Zone 1, 15 minutes Zone 2, 8 x (2 minute Zone 4/2 minutes Zone 1) 15 minutes Zone 2, 15 minutes Zone 1"
CSP17,Cycling Speed Play 17,bike,moderate,79 min,79,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CSP17.FIT,"10 minutes Zone 1, 15 minutes Zone 2, 8 x (1 minute Zone 4/2 minutes Zone 1) 15 minutes Zone 2, 15 minutes Zone 1"
CSP18,Cycling Speed Play 18,bike,moderate,90 min,90,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CSP18.FIT,"21 minutes Zone 1, 15 minutes Zone 2, 8 x (1 minute Zone 4/2 minutes Zone 1) 15 minutes Zone 2, 15 minutes Zone 1"
CSP2,Cycling Speed Play 2,bike,moderate,60 min,60,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CSP2.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 5 x (1 minute Zone 4/2 minutes Zone 1) 30 minutes Zone 2, 5 minutes Zone 1"
CSP3,Cycling Speed Play 3,bike,moderate,31 min,31,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CSP3.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 4 x (2 minutes Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
CSP4,Cycling Speed Play 4,bike,moderate,60 min,60,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CSP4.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 6 x (1 minute Zone 4/2 minutes Zone 1), 27 minutes Zone 2, 5 minutes Zone 1"
CSP5,Cycling Speed Play 5,bike,moderate,35 min,35,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CSP5.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 5 x (2 minutes Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
CSP6,Cycling Speed Play 6,bike,moderate,66 min,66,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CSP6.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 7 x (1 minute Zone 4/2 minutes Zone 1) 30 minutes Zone 2, 5 minutes Zone 1"
CSP7,Cycling Speed Play 7,bike,moderate,39 min,39,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CSP7.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 6 x (2 minutes Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
CSP8,Cycling Speed Play 8,bike,moderate,60 min,60,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CSP8.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 8 x (1 minute Zone 4/2 minutes Zone 1) 26 minutes Zone 2"
CSP9,Cycling Speed Play 9,bike,moderate,42 min,42,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/bike/CSP9.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 9 x (1 minute Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
CT1,Cycling Tempo 1,bike,moderate,60 min,60,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT1.FIT,"15 minutes Zone 1, 5 minutes Zone 3, 40 minutes Zone 2"
CT10,Cycling Tempo 10,bike,moderate,90 min,90,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT10.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 30 minutes Zone 3, 40minutes Zone 2, 5 minutes Zone 1"
CT11,Cycling Tempo 11,bike,moderate,105 min,105,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT11.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 20 minutes Zone 3, 65minutes Zone 2, 5 minutes Zone 1"
CT12,Cycling Tempo 12,bike,moderate,120 min,120,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT12.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 30 minutes Zone 3, 70minutes Zone 2, 5 minutes Zone 1"
CT13,Cycling Tempo 13,bike,moderate,135 min,135,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT13.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 20 minutes Zone 3, 95minutes Zone 2, 5 minutes Zone 1"
CT14,Cycling Tempo 14,bike,moderate,150 min,150,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT14.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 30 minutes Zone 3, 100minutes Zone 2, 5 minutes Zone 1"
CT15,Cycling Tempo 15,bike,moderate,165 min,165,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT15.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 20 minutes Zone 3, 125minutes Zone 2, 5 minutes Zone 1"
CT16,Cycling Tempo 16,bike,moderate,180 min,180,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT16.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 30 minutes Zone 3, 130minutes Zone 2, 5 minutes Zone 1"
CT17,Cycling Tempo 17,bike,moderate,195 min,195,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT17.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 20 minutes Zone 3, 155minutes Zone 2, 5 minutes Zone 1"
CT18,Cycling Tempo 18,bike,moderate,210 min,210,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT18.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 30 minutes Zone 3, 160minutes Zone 2, 5 minutes Zone 1"
CT19,Cycling Tempo 19,bike,moderate,225 min,225,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT19.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 20 minutes Zone 3, 185minutes Zone 2, 5 minutes Zone 1"
CT2,Cycling Tempo 2,bike,moderate,35 min,35,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT2.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 15 minutes Zone 3, 5 minutes Zone 2, 5 minutes Zone 1"
CT20,Cycling Tempo 20,bike,moderate,240 min,240,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT20.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 30 minutes Zone 3, 190minutes Zone 2, 5 minutes Zone 1"
CT21,Cycling Tempo 21,bike,moderate,255 min,255,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT21.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 20 minutes Zone 3, 215minutes Zone 2, 5 minutes Zone 1"
CT22,Cycling Tempo 22,bike,moderate,270 min,270,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT22.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 30 minutes Zone 3, 220minutes Zone 2, 5 minutes Zone 1"
CT23,Cycling Tempo 23,bike,moderate,285 min,285,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT23.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 20 minutes Zone 3, 245minutes Zone 2, 5 minutes Zone 1"
CT24,Cycling Tempo 24,bike,moderate,300 min,300,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT24.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 30 minutes Zone 3, 250minutes Zone 2, 5 minutes Zone 1"
CT25,Cycling Tempo 25,bike,moderate,52 min,52,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT25.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 32 minutes Zone 3, 5 minutes Zone 2, 5 minutes Zone 1"
CT26,Cycling Tempo 26,bike,moderate,56 min,56,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT26.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 36 minutes Zone 3, 5 minutes Zone 2, 5 minutes Zone 1"
CT27,Cycling Tempo 27,bike,moderate,60 min,60,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT27.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 40 minutes Zone 3, 5 minutes Zone 2, 5 minutes Zone 1"
CT28,Cycling Tempo 28,bike,moderate,65 min,65,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT28.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 45 minutes Zone 3, 5 minutes Zone 2, 5 minutes Zone 1"
CT29,Cycling Tempo 29,bike,moderate,55 min,55,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT29.FIT,"5 minutes Zone 1, 15 minutes Zone 2, 15 minutes Zone 3, 15 minutes Zone 2, 5 minutes Zone 1"
CT3,Cycling Tempo 3,bike,moderate,38 min,38,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT3.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 18 minutes Zone 3, 5 minutes Zone 2, 5 minutes Zone 1"
CT30,Cycling Tempo 30,bike,moderate,60 min,60,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT30.FIT,"5 minutes Zone 1, 15 minutes Zone 2, 20 minutes Zone 3, 15 minutes Zone 2, 5 minutes Zone 1"
CT31,Cycling Tempo 31,bike,moderate,60 min,60,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT31.FIT,"5 minutes Zone 1, 15 minutes Zone 2, 24 minutes Zone 3, 11 minutes Zone 2, 5 minutes Zone 1"
CT32,Cycling Tempo 32,bike,moderate,72 min,72,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT32.FIT,"5 minutes Zone 1, 15 minutes Zone 2, 32 minutes Zone 3, 15 minutes Zone 2, 5 minutes Zone 1"
CT33,Cycling Tempo 33,bike,moderate,70 min,70,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT33.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 40 minutes Zone 3, 10 minutes Zone 2, 5 minutes Zone 1"
CT4,Cycling Tempo 4,bike,moderate,40 min,40,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT4.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 20 minutes Zone 3, 5 minutes Zone 2, 5 minutes Zone 1"
CT5,Cycling Tempo 5,bike,moderate,44 min,44,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT5.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 24 minutes Zone 3, 5 minutes Zone 2, 5 minutes Zone 1"
CT6,Cycling Tempo 6,bike,moderate,48 min,48,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT6.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 28 minutes Zone 3, 5 minutes Zone 2, 5 minutes Zone 1"
CT7,Cycling Tempo 7,bike,moderate,50 min,50,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT7.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 30 minutes Zone 3, 5 minutes Zone 2, 5 minutes Zone 1"
CT8,Cycling Tempo 8,bike,moderate,60 min,60,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT8.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 30 minutes Zone 3, 10minutes Zone 2, 5 minutes Zone 1"
CT9,Cycling Tempo 9,bike,moderate,75 min,75,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/bike/CT9.FIT,"5 minutes Zone 1, 10 minutes Zone 2, 20 minutes Zone 3, 35minutes Zone 2, 5 minutes Zone 1"
